label,text-cat,pm-cat,sa-cat,cond-cat,Gloss of PM,Notes,Speech token
inf, if the Gulf war IS approaching it does so at a most inconvenient time in British politics centred as they are at the moment on the now linked questions of European unity and Mrs Thatcher's leadership ,q,A,Y,,,S2B-017 075
res,He told MPs that the RAF was airlifting ninety tons of equipment to help the international effort and more would be available if needed ,p --> q,C,Y,,,S2B-018 032
res, if he launches a chemical attack on Israel he will put himself and his country in great danger ,p',D,Y,you should not launch a chemical attach on Israel,,S2B-018 036
pch, Iraq were willing to accept the SOVIET peace initiative if not the Washington ultimatum ,q,A,N,,if not,S2B-018 084
res," If there's no agreement after a year the courts may postpone the divorce, or in rare cases where it would cause grave financial hardship, refuse to grant it at all ",p --> q,A,Y,,,S2B-019 019
inf, If he approves the recommendation it will be one of the most severe disciplinary measures carried out in the metropolitan force in recent years ,p',A,Y,he should not approve the recommendation,,S2B-019 059
res, They suffer very much if they lose touch with one of their parents ,p',A,Y,it is important to stay in touch with both parents,,S2B-019 086
ifh, they need to feel that both of their parents are still involved in their upbringing if at all possible ,q,D,Y,,if possible,S2B-019 088
res, it is hoped that the arrangements that will be necessary if it happens will have taken place ,q,A,Y,,,S2B-019 092
ifh, If I could add just a personal note (034) I am very saddened indeed ,q,A,N,,,S2B-020 033
res, And that raises the prospect of a third ballot a week today if no candidate gets an overall majority ,q,A,Y,,,S2B-020 047
res, She'd have won the first ballot for leader outright if two MPs had voted the other way ,p --> q,A,Y,,,S2B-020 117
ifh,And whatever opulence and excess to tax payer is stumping up forward THIS President it is still peanuts if you'll pardon the expression Jimmy compared with the previous incumbent ,q,A,N,,,S2B-021 017
inf, If it did the Emperor would probably be the richest man in the world ,p --> q,A,Y,,,S2B-021 063
inf, if it's not really worth trying to get born into the imperial family what about entering Japanese politics? ,q,D,N,,question,S2B-021 088
pch,"as their credibility was at an all-time low, there was little if any resistance ",q,A,Y,,if any,S2B-021 098
inf, schoolteachers will have to educate children about the environment if future generations are to solve global problems ,q,D,Y,,backtracker,S2B-022 082
res,"Back in Mogadishu, Somalia's acting president Ali Madi told us that if Siad Barre and his supporters could be chased out of the country everything would be all right ",p',C,Y,we will try to chase them out of the country,,S2B-023 077
ifh,He chose to stay on in Mogadishu through the height of the fighting in January and says it's high time that a British Government representative came back to Mogadishu if only to look at the situation ,q,D,Y,,if only to,S2B-023 090
inf, If the international community IS to return much may depend on the moves made by the Italian Government ,p --> q,A,Y,,backtracker,S2B-023 092
res, Beneath it an ocean ten thousand feet deep that will kill you in minutes if the ice gives way ,q,A,Y,,,S2B-024 004
inf," If they're to succeed the two men will need to make unprecedented progress, dragging their three hundred pound sleds and a tiny video camera for more than ten hours a day through some of the worst conditions on the planet ",q,A,Y,,backtracker,S2B-024 073
pch, It looked interesting even if underpaid ,q,A,N,,even if,S2B-025 005
pch, Royal commissions are a dormant if not extinct breed ,q,A,N,,if not,S2B-025 061
inf,"(068) modern bureaucracy is so vast and expensive that governments have to keep it at work and do what Royal commissions did before (069) If this is so I would have thought that temporary, even expensive, commissions would be cheaper ",q',A,Y,the government should use royal commissions instead of doing the work themselves,,S2B-025 069
res,The second reason is that if commission reports were as cavalierly treated as they are nobody worth having will serve on them ,p --> q,A,Y,,,S2B-025 070
res,The amenity lobby contended that if you let loose hoards of trippers on these scattered properties their numbers and vulgarity would erode and destroy them and so defeat the very purpose of letting them in ,p',A,Y,trippers should not be allowed on these properties,,S2B-025 083
res,"William's recipe for happiness is thus: to live in a CAVE rather than a house, to catch and cook and eat your own food, not to worry about the polite rigmarole of good manners or washing your hands before meals or eating with a knife and fork or wearing a collar and tie, and certainly not wasting the best years of your life in school ``learning things that wouldn't be any use to me even if I did learn them when I might be going out with a club dressed in skins and fighting everyone I met and chasing prehistoric animals over rocks''",p',C,N,it's not worth learning things in schools,even if,S2B-026 064
res, Even if you have never been here you may recognise the name Avignon ,q,A,N,,even if,S2B-027 056
res, You may even have a mental picture of the place if you remembered this old song Regardez ,p --> q,A,Y,,,S2B-027 057
res, It was designed to humble the ordinary man if ever he had to be in the presence of the most powerful church leader in the world ,p --> q,A,N,,,S2B-027 089
res, If they wished to see the people they had to look down ,p --> q,A,Y,,,S2B-027 091
inf, It was sheer foolishness to try and sell them a god who even if he HAD risen again from the tomb had allowed himself such undignified exposure ,q,A,N,,even if,S2B-028 039
inf, the fact that it was overcome in those first two or three centuries of faith is something that we must accept even if we cannot entirely understand it ,q,D,N,,even if,S2B-028 044
res,"In the same way, two other experimenters found out that if you simply suspended the body from the wrists with an additional nail through the ankles it was then extremely difficult to breathe in and out ",p --> q,A,Y,,,S2B-028 052
inf, if there was ONE thing the execution squad could've been relied upon to certify it was that its victims were dead ,q,A,N,,if there was one thing,S2B-028 058
res,Unbelief was one thing between consenting intellectuals in private but if it spread through society morality would collapse ,p',A,Y,atheism couldn't be allowed to spread through society,,S2B-029 002
res,In Dostoevsky's words `` if God did not exist all would be permitted '',p',A,Y,God exists,,S2B-029 006
res,(034) Heaven had revealed what's right and what's wrong (035) And if it hadn't done so how would we know ,p --> q,A,Y,,even if,S2B-029 035
inf, Why be good if you can get away with being bad? ,q,D,Y,,question,S2B-029 042
inf, If we're to sort out what human beings as such should do we'll need something other than revelation ,p --> q,A,Y,,backtracker,S2B-029 049
res,Besides which as Kant suggested if you try to get people to be good by rewarding them if they are and punishing them if they aren't you don't actually succeed in getting them to be good ,p --> q,A,Y,,,S2B-029 050
res,Besides which as Kant suggested if you try to get people to be good by rewarding them if they are and punishing them if they aren't you don't actually succeed in getting them to be good ,p --> q,A,Y,,,S2B-029 050
res,Besides which as Kant suggested if you try to get people to be good by rewarding them if they are and punishing them if they aren't you don't actually succeed in getting them to be good ,p --> q,A,Y,,,S2B-029 050
inf,Religion makes us moral children and if we're to reach maturity we'll have to do without it ,q,D,Y,,backtracker,S2B-029 072
inf,(116) the use of words like `right' and `wrong' suggest that there are impersonal standards by which our choices may be judged. (117) But if there are no such standards -- only choices -- then moral language becomes an anomaly ,p --> q,A,Y,,,S2B-029 117
res, If such brutality and aggression are rewarded with success then we are all at risk ,p',D,Y,we should not reward such behaviour,,S2B-030 009
